label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.1621229201555252,0.7020484805107117,-3.7966617583151674e-07,0.23036938905715942,0.6757603287696838,-0.03247927501797676,0.2921561598777771,0.5803247690200806,-0.04383020102977753,0.30770447850227356,0.4671560227870941,-0.05209210515022278,0.28464287519454956,0.3858320116996765,-0.05550672113895416,0.2534438967704773,0.46476295590400696,-0.023555908352136612,0.24964912235736847,0.39171934127807617,-0.06305000931024551,0.2354273498058319,0.48588964343070984,-0.07867629826068878,0.2355077862739563,0.5462570190429688,-0.08105436712503433,0.20484498143196106,0.45442745089530945,-0.018679911270737648,0.20102860033512115,0.3893190324306488,-0.06027468666434288,0.19475890696048737,0.5094183683395386,-0.06242317706346512,0.2015240341424942,0.5619704723358154,-0.05317429453134537,0.15887874364852905,0.4568142592906952,-0.02011287584900856,0.15160450339317322,0.3858703374862671,-0.06282488256692886,0.15434522926807404,0.5041789412498474,-0.047930508852005005,0.16384907066822052,0.5607385039329529,-0.026186170056462288,0.11196258664131165,0.4704764485359192,-0.023830100893974304,0.10786938667297363,0.41904759407043457,-0.05310167744755745,0.11788540333509445,0.5038675665855408,-0.04379986599087715,0.12922632694244385,0.5512372255325317,-0.028186438605189323
A,0.35871636867523193,0.6514633893966675,-3.322326165289269e-07,0.42577534914016724,0.6403089165687561,-0.03061973862349987,0.4890187978744507,0.5580734014511108,-0.0392715148627758,0.5113058090209961,0.4551261365413666,-0.04495609179139137,0.5019636750221252,0.3684508204460144,-0.04655630514025688,0.4571409225463867,0.43112725019454956,-0.01761733554303646,0.4666295051574707,0.3784053325653076,-0.052447136491537094,0.4483092725276947,0.46840494871139526,-0.06665205955505371,0.4378036558628082,0.5300183892250061,-0.06821364164352417,0.4132006764411926,0.4112198054790497,-0.012464686296880245,0.4235861599445343,0.3601287603378296,-0.05108350142836571,0.40941497683525085,0.475172758102417,-0.055778950452804565,0.40451446175575256,0.5391709208488464,-0.04768212512135506,0.3688535988330841,0.4067557752132416,-0.013221519999206066,0.3760720491409302,0.3589654862880707,-0.054452959448099136,0.37153753638267517,0.47423702478408813,-0.044929273426532745,0.3711514472961426,0.5363702178001404,-0.02579735405743122,0.3225266933441162,0.41542288661003113,-0.015710029751062393,0.3351629376411438,0.3793873190879822,-0.045259129256010056,0.3398899435997009,0.4650985896587372,-0.038657329976558685,0.34231144189834595,0.5139648914337158,-0.024265015497803688
A,0.2896333932876587,0.7788316011428833,-3.206230303476332e-07,0.35489460825920105,0.7864589691162109,-0.032591354101896286,0.42298051714897156,0.7117794752120972,-0.04148215427994728,0.4444294273853302,0.6035673022270203,-0.04615451395511627,0.4324338436126709,0.5258758068084717,-0.0450051948428154,0.3955393135547638,0.5696114301681519,-0.01955498568713665,0.40040823817253113,0.5032921433448792,-0.05166506767272949,0.3843555152416229,0.5872434377670288,-0.06267009675502777,0.38165006041526794,0.6330663561820984,-0.0640958845615387,0.35183796286582947,0.5497016310691833,-0.012986486777663231,0.3568992018699646,0.4903232753276825,-0.05064654350280762,0.34644559025764465,0.606117308139801,-0.052881963551044464,0.3474137485027313,0.6472988128662109,-0.04431683570146561,0.31054067611694336,0.5419196486473083,-0.012185145169496536,0.3119519352912903,0.4909699261188507,-0.053010813891887665,0.3085384964942932,0.6061258316040039,-0.04042694345116615,0.3098905384540558,0.6498963236808777,-0.020549463108181953,0.26598167419433594,0.541650116443634,-0.01345042884349823,0.2709469199180603,0.5099130272865295,-0.041863247752189636,0.27592405676841736,0.5944981575012207,-0.03458848223090172,0.28014427423477173,0.6291837692260742,-0.02077506296336651
A,0.22502392530441284,0.6626473665237427,-4.847635750593327e-07,0.30869194865226746,0.6746214032173157,-0.04493270441889763,0.3963010311126709,0.5836052894592285,-0.05915506184101105,0.420242577791214,0.4392562806606293,-0.0675230324268341,0.4020686149597168,0.3347226679325104,-0.06846532970666885,0.3597566783428192,0.3980540931224823,-0.03201368451118469,0.359689861536026,0.30068737268447876,-0.07801676541566849,0.33803921937942505,0.41057875752449036,-0.0943477675318718,0.33421218395233154,0.47934967279434204,-0.09573118388652802,0.3033558130264282,0.37351107597351074,-0.021760394796729088,0.3028944134712219,0.28546708822250366,-0.07436121255159378,0.28770044445991516,0.4359862208366394,-0.07809626311063766,0.289333701133728,0.499329537153244,-0.06656648963689804,0.2517021894454956,0.35965174436569214,-0.01905752345919609,0.2455613911151886,0.27522677183151245,-0.07319325953722,0.23908263444900513,0.42474621534347534,-0.056318800896406174,0.24300770461559296,0.49225127696990967,-0.029669780284166336,0.1956041157245636,0.3532677888870239,-0.019314687699079514,0.1931094229221344,0.29144519567489624,-0.05616951361298561,0.1958262026309967,0.40375465154647827,-0.046374935656785965,0.2032826840877533,0.46243900060653687,-0.027906404808163643
A,0.15075846016407013,0.6410704851150513,-3.23937115354056e-07,0.2071593552827835,0.6159296631813049,-0.025623202323913574,0.25962066650390625,0.546028196811676,-0.03592504560947418,0.2686414420604706,0.45972418785095215,-0.04441596567630768,0.25507113337516785,0.39273014664649963,-0.04877491295337677,0.22866278886795044,0.43383780121803284,-0.018821921199560165,0.2271229773759842,0.38685840368270874,-0.05175833776593208,0.21684545278549194,0.46820735931396484,-0.06370687484741211,0.21517981588840485,0.5142005085945129,-0.06445293873548508,0.18470820784568787,0.422890841960907,-0.016222968697547913,0.1861845850944519,0.38149094581604004,-0.05058545991778374,0.1794094443321228,0.4876132011413574,-0.05152454599738121,0.18035365641117096,0.5268632769584656,-0.04268799349665642,0.1442253291606903,0.4244577884674072,-0.018723193556070328,0.14297261834144592,0.3860025107860565,-0.05577598884701729,0.14370296895503998,0.48802122473716736,-0.04313913732767105,0.14772972464561462,0.5299001932144165,-0.023688986897468567,0.10221972316503525,0.4363061487674713,-0.02275574579834938,0.10444189608097076,0.3941507935523987,-0.04629732668399811,0.11340314894914627,0.46571359038352966,-0.03575851395726204,0.12014716863632202,0.5050094127655029,-0.019966820254921913
A,0.42407435178756714,0.49400243163108826,-3.138150646009308e-07,0.4795837998390198,0.506428599357605,-0.020656783133745193,0.5368555784225464,0.4629214406013489,-0.026466473937034607,0.5627372860908508,0.3925759494304657,-0.03078608401119709,0.5682966113090515,0.32705700397491455,-0.031953904777765274,0.5231006741523743,0.3351619243621826,-0.00930745992809534,0.5405895113945007,0.32222163677215576,-0.0358893908560276,0.5194680094718933,0.3871563971042633,-0.04749111086130142,0.5032567977905273,0.42578086256980896,-0.04955596849322319,0.4906984865665436,0.30514103174209595,-0.007215597666800022,0.5103914141654968,0.30034106969833374,-0.03655921295285225,0.4863795340061188,0.38445812463760376,-0.0409066304564476,0.47099167108535767,0.4197118282318115,-0.035688310861587524,0.45641493797302246,0.2888510823249817,-0.009556754492223263,0.47498616576194763,0.2870844602584839,-0.04154026508331299,0.4568648338317871,0.3726504147052765,-0.03411518782377243,0.4448363184928894,0.40442731976509094,-0.019669385626912117,0.41835910081863403,0.28296715021133423,-0.012932498008012772,0.44245266914367676,0.27688440680503845,-0.03305019810795784,0.43528473377227783,0.34356507658958435,-0.02514702081680298,0.4272818863391876,0.36872097849845886,-0.012804693542420864
A,0.23844856023788452,0.6980057954788208,-2.859285359591013e-07,0.29068297147750854,0.6964670419692993,-0.02016291953623295,0.3446863889694214,0.651229202747345,-0.02663595788180828,0.3655785620212555,0.5750219225883484,-0.030921006575226784,0.3579109311103821,0.5129003524780273,-0.031730618327856064,0.3269297778606415,0.5580378770828247,-0.014511915855109692,0.3342192769050598,0.5053731203079224,-0.03869813680648804,0.3145294189453125,0.5685015320777893,-0.04666418209671974,0.30650612711906433,0.6054586172103882,-0.04668830335140228,0.29402193427085876,0.5345533490180969,-0.01142968237400055,0.3005036413669586,0.48938417434692383,-0.03691912069916725,0.2818002998828888,0.5733492374420166,-0.03708704560995102,0.2771208584308624,0.6051613688468933,-0.03049382008612156,0.2612965703010559,0.5210415720939636,-0.01208076998591423,0.2674458622932434,0.4736071825027466,-0.040172092616558075,0.25414788722991943,0.5587995052337646,-0.028559871017932892,0.2501501142978668,0.5948717594146729,-0.012896371074020863,0.22546273469924927,0.514005720615387,-0.013765323907136917,0.23461808264255524,0.47469741106033325,-0.03199094906449318,0.23061427474021912,0.5387681126594543,-0.02271413803100586,0.22867462038993835,0.5720344185829163,-0.010133634321391582
A,0.1954439878463745,0.7456931471824646,-3.113245838903822e-07,0.2504154443740845,0.7360681295394897,-0.02396404556930065,0.2966823875904083,0.6753098964691162,-0.03096100687980652,0.30385756492614746,0.5913872122764587,-0.03548238426446915,0.3064994215965271,0.5286433100700378,-0.03410935029387474,0.27263808250427246,0.5629509091377258,-0.010474566370248795,0.27782365679740906,0.4936853051185608,-0.03541974723339081,0.2647620141506195,0.569113552570343,-0.043276347219944,0.261957585811615,0.5995052456855774,-0.04418991878628731,0.2363586574792862,0.5511695742607117,-0.006729568354785442,0.23974503576755524,0.4919508993625641,-0.03239759802818298,0.23127910494804382,0.584071159362793,-0.031784020364284515,0.2328435331583023,0.5993273854255676,-0.024724183604121208,0.20175006985664368,0.548779308795929,-0.008037222549319267,0.20364388823509216,0.49453240633010864,-0.035722244530916214,0.19974994659423828,0.5811893939971924,-0.02194697968661785,0.2024298906326294,0.597980260848999,-0.0053093028254806995,0.1653575450181961,0.5527164936065674,-0.011193360202014446,0.16802193224430084,0.5104659795761108,-0.02721872739493847,0.17168648540973663,0.5712372064590454,-0.01595841720700264,0.17444148659706116,0.591856837272644,-0.0024598068557679653
A,0.278624951839447,0.7511706352233887,-3.2296335916726093e-07,0.33568164706230164,0.7426303625106812,-0.024002984166145325,0.3925063908100128,0.6784728169441223,-0.03232196345925331,0.4127294421195984,0.588484525680542,-0.037653159350156784,0.3913209140300751,0.5327512621879578,-0.037865716964006424,0.3625921607017517,0.5639010071754456,-0.018548039719462395,0.3660988211631775,0.4992944002151489,-0.04426801949739456,0.35337144136428833,0.5800585746765137,-0.052234068512916565,0.3511669337749481,0.609599232673645,-0.053413379937410355,0.32336750626564026,0.5514918565750122,-0.01547300536185503,0.3272687792778015,0.49428123235702515,-0.04235668480396271,0.3182111978530884,0.5946560502052307,-0.04137947037816048,0.31827372312545776,0.6100211143493652,-0.03451889008283615,0.2858012318611145,0.5484357476234436,-0.016507139429450035,0.28953027725219727,0.4948568344116211,-0.04556123912334442,0.28581833839416504,0.5903188586235046,-0.030804051086306572,0.28656288981437683,0.6118236780166626,-0.013771899975836277,0.2463473081588745,0.5491023659706116,-0.019191788509488106,0.250849187374115,0.5068473815917969,-0.036391258239746094,0.25525543093681335,0.5744587779045105,-0.02445274218916893,0.2577996253967285,0.6002840399742126,-0.010657666251063347
A,0.15806126594543457,0.6430251002311707,-2.872995423786051e-07,0.20781008899211884,0.6378994584083557,-0.026698356494307518,0.26333877444267273,0.584015965461731,-0.03718980401754379,0.2817135751247406,0.5004969239234924,-0.04458952322602272,0.25857412815093994,0.4485786259174347,-0.04698732867836952,0.23606173694133759,0.4742691218852997,-0.020702384412288666,0.23236306011676788,0.41405466198921204,-0.048453692346811295,0.22239777445793152,0.4880306124687195,-0.05800063908100128,0.22447781264781952,0.5174378156661987,-0.05970432236790657,0.19978462159633636,0.4629620611667633,-0.01629173383116722,0.19584916532039642,0.4116817116737366,-0.045295458287000656,0.1905871331691742,0.5064703226089478,-0.0443839430809021,0.19558978080749512,0.5258924961090088,-0.03684112802147865,0.16694213449954987,0.45899197459220886,-0.016583114862442017,0.1614348292350769,0.4093483090400696,-0.04668808728456497,0.16094325482845306,0.498546838760376,-0.032677050679922104,0.16702072322368622,0.5240870714187622,-0.0157616063952446,0.13226759433746338,0.45902588963508606,-0.01901276595890522,0.1291961967945099,0.4211890995502472,-0.03722122684121132,0.13348929584026337,0.4851338267326355,-0.027232244610786438,0.13937942683696747,0.513964831829071,-0.014596706256270409
